task_id,group,source_official_task_id,dataset,tier,scene,bfs_distance,max_steps,n_anchors_strict,anchors,pass_presence_strict,pass_area1pct_strict,dist_from_start_m,dist_from_official_target_m,golden_steps,verified,stage
tvr_procthor_procthor_05393_easy_t07_s01_v2,v2,procthor_procthor_05393_easy_t07_s01,procthor,procthor-easy,procthor:5393,26,62,8,Bed;Book;Box;Drawer;Dresser;Laptop;Pillow;Vase,0.02,0.0,2.85,2.5,44,True,3
tvr_procthor_procthor_09848_easy_t00_s00_v2,v2,procthor_procthor_09848_easy_t00_s00,procthor,procthor-easy,procthor:9848,26,62,8,Bed;Book;Dresser;Safe;Shelf;TVStand;TeddyBear;Television,0.0,0.0,2.47,2.51,46,True,3
tvr_procthor_procthor_07302_easy_t06_s01_v2,v2,procthor_procthor_07302_easy_t06_s01,procthor,procthor-easy,procthor:7302,28,66,5,Chair;CoffeeMachine;CounterTop;DiningTable;Doorframe,0.12,0.0,4.24,3.0,45,True,3
tvr_procthor_procthor_06036_easy_t08_s00_v2,v2,procthor_procthor_06036_easy_t08_s00,procthor,procthor-easy,procthor:6036,29,68,4,CoffeeMachine;CounterTop;Pan;Toaster,0.04,0.0,5.37,2.02,40,True,3
tvr_procthor_procthor_05041_easy_t01_s01_v2,v2,procthor_procthor_05041_easy_t01_s01,procthor,procthor-easy,procthor:5041,30,70,4,DiningTable;Doorframe;GarbageBag;Safe,0.0,0.0,5.1,3.05,48,True,3
tvr_procthor_procthor_01881_easy_t09_s01_v2,v2,procthor_procthor_01881_easy_t09_s01,procthor,procthor-easy,procthor:1881,33,76,8,CounterTop;Doorframe;Fridge;Pot;Shelf;ShelvingUnit;Toaster;Vase,0.04,0.0,5.84,3.09,48,True,3
tvr_procthor_procthor_06197_easy_t05_s00_v2,v2,procthor_procthor_06197_easy_t05_s00,procthor,procthor-easy,procthor:6197,33,76,6,CounterTop;DiningTable;Fridge;Shelf;Sofa;Television,0.02,0.0,5.27,5.76,44,True,3
tvr_procthor_procthor_06036_easy_t05_s00_v2,v2,procthor_procthor_06036_easy_t05_s00,procthor,procthor-easy,procthor:6036,34,78,5,CoffeeMachine;CounterTop;Pan;Toaster;Tomato,0.04,0.0,6.1,3.64,46,True,3
tvr_procthor_procthor_07302_easy_t09_s00_v2,v2,procthor_procthor_07302_easy_t09_s00,procthor,procthor-easy,procthor:7302,34,78,6,DeskLamp;DiningTable;Drawer;Newspaper;SideTable;Sofa,0.0,0.0,6.1,3.04,39,True,3
tvr_procthor_procthor_06036_easy_t06_s00_v2,v2,procthor_procthor_06036_easy_t06_s00,procthor,procthor-easy,procthor:6036,35,80,4,Drawer;Fridge;SideTable;Television,0.0,0.0,5.01,5.62,51,True,3
tvr_procthor_procthor_09160_easy_t04_s01_v2,v2,procthor_procthor_09160_easy_t04_s01,procthor,procthor-easy,procthor:9160,37,84,5,Chair;DiningTable;Fridge;Shelf;ShelvingUnit,0.0,0.0,6.56,6.49,52,True,3
tvr_procthor_procthor_09160_easy_t00_s00_v2,v2,procthor_procthor_09160_easy_t00_s00,procthor,procthor-easy,procthor:9160,46,102,5,Chair;DiningTable;Fridge;Shelf;ShelvingUnit,0.0,0.0,8.32,5.86,61,True,3
tvr_procthor_procthor_08118_easy_t09_s01_v2,v2,procthor_procthor_08118_easy_t09_s01,procthor,procthor-easy,procthor:8118,49,108,6,Bread;CounterTop;DiningTable;Fridge;PepperShaker;Plate,0.0,0.0,5.27,5.94,72,True,3
tvr_procthor_procthor_06036_easy_t06_s01_v2,v2,procthor_procthor_06036_easy_t06_s01,procthor,procthor-easy,procthor:6036,51,112,5,Bed;CounterTop;Drawer;Dresser;SideTable,0.0,0.0,6.75,8.7,71,True,3
tvr_procthor_procthor_09848_easy_t01_s00_v2,v2,procthor_procthor_09848_easy_t01_s00,procthor,procthor-easy,procthor:9848,51,112,8,Bed;Book;Dresser;Safe;Shelf;TVStand;TeddyBear;Television,0.0,0.0,4.59,2.69,82,True,3
tvr_procthor_procthor_05193_easy_t05_s01_v2,v2,procthor_procthor_05193_easy_t05_s01,procthor,procthor-easy,procthor:5193,62,134,7,DeskLamp;Drawer;Dresser;Shelf;ShelvingUnit;Statue;Television,0.0,0.0,7.08,8.08,91,True,3
tvr_procthor_procthor_03829_hard_t17_s01_retarget,retarget,procthor_procthor_03829_hard_t17_s01,procthor,procthor-hard,procthor:3829,4,40,4,Bed;Drawer;Dresser;Pillow,0.1,0.0,1.0,,9,True,4
tvr_procthor_procthor_01873_hard_t11_s01_v2,v2,procthor_procthor_01873_hard_t11_s01,procthor,procthor-hard,procthor:1873,6,40,5,Cabinet;Chair;DiningTable;Drawer;Dresser,0.04,0.0,1.5,3.72,12,True,4
tvr_procthor_procthor_01873_hard_t12_s01_retarget,retarget,procthor_procthor_01873_hard_t12_s01,procthor,procthor-hard,procthor:1873,6,40,5,BasketBall;Bed;DiningTable;Safe;Statue,0.04,0.0,1.06,,14,True,4
tvr_procthor_procthor_02586_hard_t10_s01_retarget,retarget,procthor_procthor_02586_hard_t10_s01,procthor,procthor-hard,procthor:2586,6,40,7,Bed;Drawer;Dresser;HousePlant;LaundryHamper;Pillow;TissueBox,0.04,0.0,1.5,,7,True,4
tvr_procthor_procthor_06036_hard_t18_s00_v2,v2,procthor_procthor_06036_hard_t18_s00,procthor,procthor-hard,procthor:6036,6,40,4,ArmChair;Drawer;Dresser;SideTable,0.08,0.0,1.27,4.16,14,True,4
tvr_procthor_procthor_09286_hard_t12_s01_retarget,retarget,procthor_procthor_09286_hard_t12_s01,procthor,procthor-hard,procthor:9286,6,40,7,DeskLamp;DiningTable;Doorframe;Shelf;Sofa;TVStand;Television,0.08,0.0,1.5,,10,True,4
tvr_procthor_procthor_09851_hard_t10_s01_retarget,retarget,procthor_procthor_09851_hard_t10_s01,procthor,procthor-hard,procthor:9851,6,40,8,DiningTable;Doorframe;FloorLamp;Fridge;Shelf;ShelvingUnit;Television;Vase,0.06,0.0,1.27,,13,True,4
tvr_procthor_procthor_03405_hard_t11_s00_retarget,retarget,procthor_procthor_03405_hard_t11_s00,procthor,procthor-hard,procthor:3405,7,40,6,Bed;Desk;Dresser;GarbageCan;Laptop;Sink,0.02,0.0,1.35,,15,True,4
tvr_procthor_procthor_09639_hard_t17_s01_retarget,retarget,procthor_procthor_09639_hard_t17_s01,procthor,procthor-hard,procthor:9639,7,40,6,Bowl;CounterTop;FloorLamp;Fridge;GarbageCan;Stool,0.02,0.0,1.25,,15,True,4
tvr_procthor_procthor_03257_hard_t18_s00_retarget,retarget,procthor_procthor_03257_hard_t18_s00,procthor,procthor-hard,procthor:3257,8,40,6,DiningTable;Doorframe;Drawer;FloorLamp;SideTable;Sofa,0.0,0.0,1.58,,20,True,4
tvr_procthor_procthor_03257_hard_t19_s01_v2,v2,procthor_procthor_03257_hard_t19_s01,procthor,procthor-hard,procthor:3257,8,40,6,CoffeeMachine;CounterTop;Fridge;GarbageCan;SideTable;Television,0.02,0.0,1.46,4.45,15,True,4
tvr_procthor_procthor_03569_hard_t19_s01_retarget,retarget,procthor_procthor_03569_hard_t19_s01,procthor,procthor-hard,procthor:3569,8,40,5,Box;Chair;GarbageCan;Sofa;Television,0.02,0.0,1.58,,13,True,4
tvr_procthor_procthor_04114_hard_t18_s00_retarget,retarget,procthor_procthor_04114_hard_t18_s00,procthor,procthor-hard,procthor:4114,8,40,7,BaseballBat;Bed;Box;Drawer;Dresser;GarbageCan;Pillow,0.0,0.0,1.27,,18,True,4
tvr_procthor_procthor_01873_hard_t14_s00_v2,v2,procthor_procthor_01873_hard_t14_s00,procthor,procthor-hard,procthor:1873,9,40,7,BasketBall;Bed;Book;Bowl;Chair;DiningTable;Statue,0.02,0.0,1.82,4.07,19,True,4
tvr_procthor_procthor_02586_hard_t19_s00_retarget,retarget,procthor_procthor_02586_hard_t19_s00,procthor,procthor-hard,procthor:2586,9,40,6,Bed;DogBed;Drawer;Dresser;LaundryHamper;Sink,0.02,0.0,1.6,,24,True,4
tvr_procthor_procthor_05041_hard_t13_s00_v2,v2,procthor_procthor_05041_hard_t13_s00,procthor,procthor-hard,procthor:5041,9,40,3,CoffeeTable;DiningTable;Doorframe,0.0,0.0,2.02,1.6,15,True,4
tvr_procthor_procthor_09639_hard_t17_s00_retarget,retarget,procthor_procthor_09639_hard_t17_s00,procthor,procthor-hard,procthor:9639,9,40,7,Bread;CounterTop;DiningTable;Pan;Plate;Sofa;Television,0.08,0.0,1.82,,16,True,4
tvr_procthor_procthor_09851_hard_t18_s01_retarget,retarget,procthor_procthor_09851_hard_t18_s01,procthor,procthor-hard,procthor:9851,9,40,9,Chair;DiningTable;Doorframe;FloorLamp;Fridge;Shelf;ShelvingUnit;Sofa;Vase,0.0,0.0,1.6,,20,True,4
tvr_procthor_procthor_00449_hard_t14_s00_retarget,retarget,procthor_procthor_00449_hard_t14_s00,procthor,procthor-hard,procthor:449,10,40,6,Bed;Drawer;Dresser;GarbageCan;Pillow;Toilet,0.02,0.0,1.8,,20,True,4
tvr_procthor_procthor_01377_hard_t18_s00_v2,v2,procthor_procthor_01377_hard_t18_s00,procthor,procthor-hard,procthor:1377,10,40,5,Doorframe;Fridge;Laptop;SideTable;Sofa,0.06,0.0,1.9,1.75,19,True,4
tvr_procthor_procthor_02910_hard_t13_s01_v2,v2,procthor_procthor_02910_hard_t13_s01,procthor,procthor-hard,procthor:2910,10,40,3,CounterTop;Kettle;Pot,0.08,0.0,2.06,4.65,15,True,4
tvr_procthor_procthor_02910_hard_t16_s01_v2,v2,procthor_procthor_02910_hard_t16_s01,procthor,procthor-hard,procthor:2910,10,40,3,Cart;SideTable;Statue,0.1,0.0,1.9,4.37,20,True,4
tvr_procthor_procthor_04435_hard_t12_s01_v2,v2,procthor_procthor_04435_hard_t12_s01,procthor,procthor-hard,procthor:4435,10,40,4,GarbageCan;LaundryHamper;Toilet;WashingMachine,0.1,0.02,2.06,1.03,15,True,4
tvr_procthor_procthor_07293_hard_t19_s00_v2,v2,procthor_procthor_07293_hard_t19_s00,procthor,procthor-hard,procthor:7293,10,40,7,AlarmClock;BasketBall;Desk;Drawer;Dresser;GarbageCan;Vase,0.02,0.0,1.8,2.25,15,True,4
tvr_procthor_procthor_09160_hard_t16_s01_retarget,retarget,procthor_procthor_09160_hard_t16_s01,procthor,procthor-hard,procthor:9160,10,40,3,Bed;Pillow;Sofa,0.04,0.0,1.46,,20,True,4
tvr_procthor_procthor_09764_hard_t15_s01_retarget,retarget,procthor_procthor_09764_hard_t15_s01,procthor,procthor-hard,procthor:9764,10,40,7,ArmChair;Box;Desk;Drawer;Dresser;FloorLamp;HousePlant,0.0,0.0,1.9,,16,True,4
tvr_procthor_procthor_09848_hard_t17_s01_v2,v2,procthor_procthor_09848_hard_t17_s01,procthor,procthor-hard,procthor:9848,10,40,6,AlarmClock;Bed;Drawer;Dresser;TVStand;Television,0.02,0.0,5.01,5.62,48,True,4
tvr_procthor_procthor_09851_hard_t15_s01_v2,v2,procthor_procthor_09851_hard_t15_s01,procthor,procthor-hard,procthor:9851,10,40,7,Chair;DiningTable;Doorframe;Fridge;HousePlant;Shelf;Sofa,0.04,0.0,3.05,3.91,35,True,4
tvr_procthor_procthor_01881_hard_t10_s00_v2,v2,procthor_procthor_01881_hard_t10_s00,procthor,procthor-hard,procthor:1881,11,40,7,Chair;Doorframe;Pillow;Shelf;Sofa;TVStand;Television,0.0,0.0,1.95,5.01,24,True,4
tvr_procthor_procthor_08101_hard_t19_s01_v2,v2,procthor_procthor_08101_hard_t19_s01,procthor,procthor-hard,procthor:8101,11,40,7,Chair;DeskLamp;DiningTable;GarbageCan;HousePlant;TVStand;Television,0.0,0.0,2.3,2.06,25,True,4
tvr_procthor_procthor_02931_hard_t16_s00_retarget,retarget,procthor_procthor_02931_hard_t16_s00,procthor,procthor-hard,procthor:2931,12,40,6,CoffeeMachine;CounterTop;Doorframe;Fridge;HousePlant;Safe,0.0,0.0,2.24,,21,True,4
tvr_procthor_procthor_03405_hard_t10_s00_v2,v2,procthor_procthor_03405_hard_t10_s00,procthor,procthor-hard,procthor:3405,12,40,6,Bed;Desk;Drawer;Dresser;GarbageCan;Pillow,0.0,0.0,2.76,1.77,22,True,4
tvr_procthor_procthor_03890_hard_t17_s01_v2,v2,procthor_procthor_03890_hard_t17_s01,procthor,procthor-hard,procthor:3890,12,40,4,Bed;Boots;Drawer;Dresser,0.02,0.02,2.15,4.42,21,True,4
tvr_procthor_procthor_05041_hard_t16_s00_retarget,retarget,procthor_procthor_05041_hard_t16_s00,procthor,procthor-hard,procthor:5041,12,40,5,DiningTable;Doorframe;Laptop;ShelvingUnit;SideTable,0.0,0.0,2.76,,19,True,4
tvr_procthor_procthor_07415_hard_t19_s01_retarget,retarget,procthor_procthor_07415_hard_t19_s01,procthor,procthor-hard,procthor:7415,12,40,3,Box;DeskLamp;DiningTable,0.04,0.02,2.15,,20,True,4
tvr_procthor_procthor_07541_hard_t14_s00_retarget,retarget,procthor_procthor_07541_hard_t14_s00,procthor,procthor-hard,procthor:7541,12,40,5,CoffeeMachine;CounterTop;Fridge;GarbageBag;HousePlant,0.04,0.0,2.55,,21,True,4
tvr_procthor_procthor_09286_hard_t13_s01_retarget,retarget,procthor_procthor_09286_hard_t13_s01,procthor,procthor-hard,procthor:9286,12,40,8,DeskLamp;DiningTable;Doorframe;GarbageCan;Shelf;Sofa;TVStand;Television,0.02,0.0,2.5,,23,True,4
tvr_procthor_procthor_09639_hard_t11_s00_retarget,retarget,procthor_procthor_09639_hard_t11_s00,procthor,procthor-hard,procthor:9639,12,40,6,Bread;CounterTop;FloorLamp;Fridge;GarbageCan;Pan,0.02,0.0,2.37,,20,True,4
tvr_procthor_procthor_00449_hard_t15_s00_v2,v2,procthor_procthor_00449_hard_t15_s00,procthor,procthor-hard,procthor:449,13,40,6,Bed;Drawer;Dresser;GarbageCan;Pillow;Toilet,0.0,0.0,3.01,1.95,19,True,4
tvr_procthor_procthor_01873_hard_t15_s01_retarget,retarget,procthor_procthor_01873_hard_t15_s01,procthor,procthor-hard,procthor:1873,13,40,8,BasketBall;Bed;Book;Bowl;Chair;DiningTable;Drawer;Statue,0.06,0.0,2.61,,22,True,4
tvr_procthor_procthor_02586_hard_t12_s01_retarget,retarget,procthor_procthor_02586_hard_t12_s01,procthor,procthor-hard,procthor:2586,13,40,6,Bed;DogBed;Drawer;Dresser;LaundryHamper;Sink,0.02,0.0,2.02,,27,True,4
tvr_procthor_procthor_05041_hard_t17_s01_retarget,retarget,procthor_procthor_05041_hard_t17_s01,procthor,procthor-hard,procthor:5041,13,40,5,CounterTop;DiningTable;Doorframe;Shelf;Television,0.0,0.0,2.61,,25,True,4
tvr_procthor_procthor_05393_hard_t17_s00_retarget,retarget,procthor_procthor_05393_hard_t17_s00,procthor,procthor-hard,procthor:5393,13,40,4,Bed;Drawer;Dresser;Vase,0.14,0.02,2.36,,24,True,4
tvr_procthor_procthor_07302_hard_t15_s01_retarget,retarget,procthor_procthor_07302_hard_t15_s01,procthor,procthor-hard,procthor:7302,13,40,5,Chair;CounterTop;DiningTable;Doorframe;Fridge,0.04,0.0,2.51,,24,True,4
tvr_procthor_procthor_09639_hard_t18_s01_retarget,retarget,procthor_procthor_09639_hard_t18_s01,procthor,procthor-hard,procthor:9639,13,40,6,CounterTop;DiningTable;FloorLamp;GarbageCan;Sofa;Television,0.0,0.0,3.01,,21,True,4
tvr_procthor_procthor_01090_hard_t10_s01_v2,v2,procthor_procthor_01090_hard_t10_s01,procthor,procthor-hard,procthor:1090,14,40,5,Doorframe;Fridge;Sofa;Stool;Television,0.0,0.0,2.85,5.64,25,True,4
tvr_procthor_procthor_01377_hard_t19_s00_v2,v2,procthor_procthor_01377_hard_t19_s00,procthor,procthor-hard,procthor:1377,14,40,5,Bowl;Chair;DiningTable;HousePlant;Statue,0.08,0.0,3.04,1.12,21,True,4
tvr_procthor_procthor_01881_hard_t14_s00_v2,v2,procthor_procthor_01881_hard_t14_s00,procthor,procthor-hard,procthor:1881,14,40,7,CounterTop;Doorframe;Fridge;Shelf;ShelvingUnit;Statue;Vase,0.0,0.0,3.26,4.16,26,True,4
tvr_procthor_procthor_05193_hard_t13_s00_retarget,retarget,procthor_procthor_05193_hard_t13_s00,procthor,procthor-hard,procthor:5193,14,40,6,Bed;CounterTop;Fridge;GarbageBag;Mug;Television,0.0,0.0,2.76,,28,True,4
tvr_procthor_procthor_06197_hard_t12_s01_v2,v2,procthor_procthor_06197_hard_t12_s01,procthor,procthor-hard,procthor:6197,14,40,6,CounterTop;DiningTable;Fridge;Shelf;Sofa;Television,0.02,0.0,3.5,1.68,19,True,4
tvr_procthor_procthor_07293_hard_t13_s00_retarget,retarget,procthor_procthor_07293_hard_t13_s00,procthor,procthor-hard,procthor:7293,14,40,9,BasketBall;Bed;Box;Desk;Drawer;Dresser;GarbageCan;Pillow;Vase,0.0,0.0,2.69,,23,True,4
tvr_procthor_procthor_07415_hard_t14_s01_v2,v2,procthor_procthor_07415_hard_t14_s01,procthor,procthor-hard,procthor:7415,14,40,6,Box;Shelf;ShelvingUnit;SideTable;TVStand;Television,0.0,0.0,1.12,1.95,24,True,4
tvr_procthor_procthor_07500_hard_t16_s01_v2,v2,procthor_procthor_07500_hard_t16_s01,procthor,procthor-hard,procthor:7500,14,40,8,Bottle;CounterTop;Doorframe;Fridge;HousePlant;SideTable;TVStand;Television,0.08,0.0,3.5,1.58,20,True,4
tvr_procthor_procthor_09286_hard_t12_s00_retarget,retarget,procthor_procthor_09286_hard_t12_s00,procthor,procthor-hard,procthor:9286,14,40,6,DeskLamp;DiningTable;Doorframe;GarbageCan;Sofa;Television,0.04,0.0,2.69,,22,True,4
tvr_procthor_procthor_09286_hard_t17_s00_v2,v2,procthor_procthor_09286_hard_t17_s00,procthor,procthor-hard,procthor:9286,14,40,7,DeskLamp;DiningTable;Doorframe;Shelf;Sofa;TVStand;Television,0.04,0.0,2.69,2.93,22,True,4
tvr_procthor_procthor_01090_hard_t18_s01_v2,v2,procthor_procthor_01090_hard_t18_s01,procthor,procthor-hard,procthor:1090,15,40,6,Bowl;Bread;CounterTop;Kettle;SoapBottle;WineBottle,0.08,0.0,2.7,5.48,22,True,4
tvr_procthor_procthor_02586_hard_t11_s01_retarget,retarget,procthor_procthor_02586_hard_t11_s01,procthor,procthor-hard,procthor:2586,15,40,6,Bed;Drawer;Dresser;HousePlant;LaundryHamper;Pillow,0.08,0.0,3.09,,28,True,4
tvr_procthor_procthor_04719_hard_t12_s00_retarget,retarget,procthor_procthor_04719_hard_t12_s00,procthor,procthor-hard,procthor:4719,15,40,5,Bed;Dresser;Laptop;Pillow;Television,0.0,0.0,2.66,,20,True,4
tvr_procthor_procthor_06036_hard_t14_s00_retarget,retarget,procthor_procthor_06036_hard_t14_s00,procthor,procthor-hard,procthor:6036,15,40,6,Drawer;Dresser;Mug;SideTable;Television;TissueBox,0.06,0.0,2.66,,21,True,4
tvr_procthor_procthor_07293_hard_t16_s01_retarget,retarget,procthor_procthor_07293_hard_t16_s01,procthor,procthor-hard,procthor:7293,15,40,8,BasketBall;Bed;Desk;Drawer;Dresser;GarbageCan;Pillow;TennisRacket,0.06,0.0,2.66,,28,True,4
tvr_procthor_procthor_07500_hard_t18_s01_v2,v2,procthor_procthor_07500_hard_t18_s01,procthor,procthor-hard,procthor:7500,15,40,7,BaseballBat;Bed;Dresser;Laptop;Sofa;TennisRacket;VacuumCleaner,0.02,0.0,2.8,5.15,27,True,4
tvr_procthor_procthor_09286_hard_t13_s00_retarget,retarget,procthor_procthor_09286_hard_t13_s00,procthor,procthor-hard,procthor:9286,15,40,6,DiningTable;Doorframe;GarbageCan;Sofa;TVStand;Television,0.02,0.0,3.29,,23,True,4
tvr_ithor_FloorPlan228_easy_t06_s00_v2,v2,ithor_FloorPlan228_easy_t06_s00,ithor,ithor-easy,FloorPlan228,9,30,9,Box;Chair;CoffeeTable;FloorLamp;GarbageCan;HousePlant;SideTable;Sofa;Television,0.0,0.0,1.68,1.5,17,True,5
tvr_ithor_FloorPlan228_hard_t13_s00_retarget,retarget,ithor_FloorPlan228_hard_t13_s00,ithor,ithor-hard,FloorPlan228,9,30,8,Box;Chair;CoffeeTable;FloorLamp;Laptop;SideTable;Sofa;Television,0.04,0.0,1.6,,19,True,5
tvr_ithor_FloorPlan228_easy_t04_s00_v2,v2,ithor_FloorPlan228_easy_t04_s00,ithor,ithor-easy,FloorPlan228,13,36,8,Box;Chair;CoffeeTable;FloorLamp;Laptop;SideTable;Sofa;Television,0.04,0.0,2.3,1.52,22,True,5
tvr_procthor_procthor_02586_hard_t11_s00_retarget,retarget,procthor_procthor_02586_hard_t11_s00,procthor,procthor-hard,procthor:2586,16,42,7,Bed;Book;Drawer;Dresser;HousePlant;LaundryHamper;Pillow,0.02,0.0,4.0,,19,True,5
tvr_procthor_procthor_03569_hard_t15_s01_retarget,retarget,procthor_procthor_03569_hard_t15_s01,procthor,procthor-hard,procthor:3569,16,42,8,Chair;CounterTop;Cup;DiningTable;Plate;Sofa;Television;WineBottle,0.04,0.0,3.16,,26,True,5
tvr_procthor_procthor_06616_hard_t10_s00_v2,v2,procthor_procthor_06616_hard_t10_s00,procthor,procthor-hard,procthor:6616,16,42,6,Bed;Drawer;Dresser;GarbageCan;Safe;Television,0.0,0.0,2.24,1.12,26,True,5
tvr_procthor_procthor_07415_hard_t17_s01_retarget,retarget,procthor_procthor_07415_hard_t17_s01,procthor,procthor-hard,procthor:7415,16,42,7,Bowl;CounterTop;Cup;Fridge;GarbageBag;GarbageCan;Stool,0.0,0.0,2.92,,24,True,5
tvr_procthor_procthor_09160_hard_t10_s01_retarget,retarget,procthor_procthor_09160_hard_t10_s01,procthor,procthor-hard,procthor:9160,16,42,3,DiningTable;Laptop;Television,0.04,0.02,3.02,,28,True,5
tvr_procthor_procthor_09286_hard_t16_s01_retarget,retarget,procthor_procthor_09286_hard_t16_s01,procthor,procthor-hard,procthor:9286,16,42,6,CounterTop;Doorframe;GarbageCan;Microwave;Sofa;Toaster,0.02,0.0,2.85,,26,True,5
tvr_procthor_procthor_09851_hard_t19_s01_retarget,retarget,procthor_procthor_09851_hard_t19_s01,procthor,procthor-hard,procthor:9851,16,42,8,DiningTable;FloorLamp;HousePlant;Laptop;Shelf;ShelvingUnit;Statue;Television,0.02,0.0,3.02,,23,True,5
tvr_procthor_procthor_02931_hard_t14_s01_v2,v2,procthor_procthor_02931_hard_t14_s01,procthor,procthor-hard,procthor:2931,17,44,6,Box;DiningTable;Sofa;Statue;TVStand;Television,0.02,0.0,3.01,1.03,24,True,5
tvr_procthor_procthor_07293_hard_t11_s00_v2,v2,procthor_procthor_07293_hard_t11_s00,procthor,procthor-hard,procthor:7293,17,44,3,GarbageCan;Sink;Toilet,0.02,0.02,3.05,2.02,37,True,5
tvr_procthor_procthor_00449_hard_t16_s01_retarget,retarget,procthor_procthor_00449_hard_t16_s01,procthor,procthor-hard,procthor:449,18,46,6,Bed;Box;Drawer;Dresser;Pillow;Toilet,0.02,0.0,3.48,,28,True,5
tvr_procthor_procthor_03890_hard_t19_s00_v2,v2,procthor_procthor_03890_hard_t19_s00,procthor,procthor-hard,procthor:3890,18,46,3,Sink;SinkBasin;Toilet,0.04,0.0,2.24,1.52,24,True,5
tvr_procthor_procthor_04719_hard_t10_s00_v2,v2,procthor_procthor_04719_hard_t10_s00,procthor,procthor-hard,procthor:4719,18,46,5,Bed;Dresser;Laptop;Pillow;Television,0.02,0.0,3.18,1.25,32,True,5
tvr_procthor_procthor_07504_hard_t19_s01_v2,v2,procthor_procthor_07504_hard_t19_s01,procthor,procthor-hard,procthor:7504,18,46,7,Book;DiningTable;Doorframe;Fridge;GarbageBag;TVStand;Television,0.02,0.0,3.35,2.46,26,True,5
tvr_procthor_procthor_09848_hard_t15_s00_v2,v2,procthor_procthor_09848_hard_t15_s00,procthor,procthor-hard,procthor:9848,18,40,6,ArmChair;Dresser;FloorLamp;Shelf;TVStand;Television,0.02,0.0,2.02,2.25,15,True,5
tvr_ithor_FloorPlan228_easy_t02_s00_v2,v2,ithor_FloorPlan228_easy_t02_s00,ithor,ithor-easy,FloorPlan228,19,48,9,Box;Chair;CoffeeTable;FloorLamp;GarbageCan;HousePlant;SideTable;Sofa;Television,0.02,0.0,3.4,2.14,38,True,5
tvr_procthor_procthor_00449_hard_t15_s01_v2,v2,procthor_procthor_00449_hard_t15_s01,procthor,procthor-hard,procthor:449,19,48,6,Bed;Drawer;Dresser;GarbageCan;Pillow;Toilet,0.0,0.0,3.78,1.95,29,True,5
tvr_procthor_procthor_02931_hard_t18_s00_v2,v2,procthor_procthor_02931_hard_t18_s00,procthor,procthor-hard,procthor:2931,19,48,6,Box;CounterTop;DiningTable;Doorframe;Fridge;HousePlant,0.0,0.0,3.58,1.35,38,True,5
tvr_procthor_procthor_04719_hard_t16_s01_retarget,retarget,procthor_procthor_04719_hard_t16_s01,procthor,procthor-hard,procthor:4719,19,48,4,Bed;Drawer;Dresser;HousePlant,0.02,0.0,3.4,,28,True,5
tvr_procthor_procthor_05662_hard_t18_s00_retarget,retarget,procthor_procthor_05662_hard_t18_s00,procthor,procthor-hard,procthor:5662,19,48,5,AlarmClock;Bed;Laptop;Pillow;Television,0.04,0.0,3.88,,34,True,5
tvr_procthor_procthor_06176_hard_t13_s01_retarget,retarget,procthor_procthor_06176_hard_t13_s01,procthor,procthor-hard,procthor:6176,19,48,6,DeskLamp;DiningTable;Drawer;Dresser;HousePlant;Statue,0.14,0.0,3.4,,28,True,5
tvr_procthor_procthor_02910_hard_t14_s00_retarget,retarget,procthor_procthor_02910_hard_t14_s00,procthor,procthor-hard,procthor:2910,20,50,5,Cart;CounterTop;FloorLamp;SideTable;Statue,0.0,0.0,3.54,,39,True,5
tvr_procthor_procthor_04435_hard_t16_s00_v2,v2,procthor_procthor_04435_hard_t16_s00,procthor,procthor-hard,procthor:4435,20,50,7,Bed;Drawer;Dresser;FloorLamp;Laptop;Pillow;Safe,0.0,0.0,3.61,6.09,32,True,5
tvr_procthor_procthor_08118_hard_t15_s00_retarget,retarget,procthor_procthor_08118_hard_t15_s00,procthor,procthor-hard,procthor:8118,20,50,7,Bed;Book;Chair;DiningTable;Fridge;Pot;Stool,0.0,0.0,3.69,,42,True,5
tvr_procthor_procthor_09848_hard_t15_s01_v2,v2,procthor_procthor_09848_hard_t15_s01,procthor,procthor-hard,procthor:9848,20,40,6,ArmChair;Bread;CounterTop;Fridge;Television;Toaster,0.0,0.0,3.04,5.7,22,True,5
tvr_procthor_procthor_03405_hard_t17_s00_v2,v2,procthor_procthor_03405_hard_t17_s00,procthor,procthor-hard,procthor:3405,21,52,3,Drawer;Dresser;Television,0.2,0.08,5.01,1.77,30,True,5
tvr_procthor_procthor_09160_hard_t18_s01_retarget,retarget,procthor_procthor_09160_hard_t18_s01,procthor,procthor-hard,procthor:9160,21,52,6,Bed;Pillow;Shelf;TVStand;Television;TennisRacket,0.02,0.0,5.25,,24,True,5
tvr_procthor_procthor_00449_hard_t19_s00_retarget,retarget,procthor_procthor_00449_hard_t19_s00,procthor,procthor-hard,procthor:449,22,54,7,Bed;Box;Drawer;Dresser;GarbageCan;Pillow;Toilet,0.0,0.0,4.03,,36,True,5
tvr_procthor_procthor_01090_hard_t11_s01_retarget,retarget,procthor_procthor_01090_hard_t11_s01,procthor,procthor-hard,procthor:1090,22,54,5,Doorframe;GarbageBag;Sofa;Stool;Television,0.0,0.0,4.61,,30,True,5
tvr_procthor_procthor_05041_hard_t14_s01_retarget,retarget,procthor_procthor_05041_hard_t14_s01,procthor,procthor-hard,procthor:5041,22,54,4,DiningTable;Doorframe;GarbageBag;Safe,0.02,0.0,4.14,,38,True,5
